Date,Total_Portfolio_Value,pct_change
2025-01-31,157136.458460,-0.000135
2025-02-03,158541.464825,0.008941
2025-02-04,156940.952882,-0.010095
2025-02-05,157352.004702,0.002619
2025-02-06,157676.122889,0.002060
2025-02-07,156798.804621,-0.005564
2025-02-10,158596.703563,0.011466
2025-02-11,157495.232075,-0.006945
2025-02-12,156352.224796,-0.007257
2025-02-13,157318.370600,0.006179
2025-02-14,156244.332807,-0.006827
2025-02-18,156723.392974,0.003066
2025-02-19,156428.938532,-0.001879
2025-02-20,156109.288221,-0.002043
2025-02-21,153236.775214,-0.018401
2025-02-24,152767.723797,-0.003061
2025-02-25,152838.256727,0.000462
2025-02-26,153839.510375,0.006551
2025-02-27,151767.201924,-0.013471
2025-02-28,154023.331190,0.014866
